@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
negative,'amandacorinne there are worse things i can do and i want to do them all to you memphis favorite dying hilarious'
positive,'withlovegl mgbey winnergusttavo sim '
positive,'hipster sloths motamommy i hope you will come to spain one day with beth and briddy and of course marin that lil baby is too cute'
negative,'ihannyy hennahqureshi got it thanks d'
positive,'rashapecoraro amandac having an amazing support system is priceless '
positive,'bigredcheesin king ao lol naw he finishing it now i m talking about the song '
negative,'datgood smitt nichelle kaylaa what s going on in hampton thoo lol'
positive,'aine keogh scoochypatch fucking maxi zoo it is so shit the manager told me she didn t want me here an makes me clean the toilet and the kitchen l'
positive,'muhdanish having some family time at tutti frutti '
positive,'callme new take the snow off somebody car amp throw it lol love my su fam '
positive,'chosesodope get off twitter tiff lol'
positive,'thebomb a iwantmineueneo only ofb lol'
positive,'bakaryburner rt elujay im not showin my beats to people unless ik what i wanna do wif em im too quick to say yes when somone wants some shit lol'
positive,'alcoholickrys hollywood trey yes my homegirl hooked me up lol i ll tell you more about it '
positive,'thuglyfe bullet ohh how i cud use her warm body right now '
positive,'stevescorner c c rail thank you to the security guys at basildon station who open the gate for me every day '
positive,'intansyhrh with my lovely little brother http t co qrp mphcwa'
positive,'sirplip this is truly the happiest i have been while in a relationship someone that balances me out is all i needed '
positive,'blaine felts goonashlee lol dats why u look darker than akon with your dumb ass bowlcutgang jacobnakamura we out here '
positive,'bethanyssx emma lol this was written by you http t co jxwssiqr '
positive,'purple swag wearehereforyoujustin justinbieber you have to read this i wrote this for you x http t co x cvkynpyt'
positive,'madeinbrazil sport listss brit probs mc guime país do futebol country of football in portuguese check it out '
positive,'bblack kayd lol get a pg and defensive center fill in the rest and they would be str miami s run is coming to an end soon'
positive,'jrockexplosion tom hanks lol https t co iagmb ujmm'
positive,'wapz rt neeliekroeseu next up the cable industry jumps onboard liberty global joins the eu digital jobs coalition critical for reaching '
negative,'ciaoitsnic le fuck english i want my bed '
positive,'bieber piano rt stratf rdskey i will always support justin wewillalwayssupportyoujustin http t co v d jni gb'
positive,'iamliltun gentlez lol i had a strange feeling this was you http t co eovjzpseyj'
positive,'saffa mushtaq coffeewalichai exactly min may battery reh jati hay p'
positive,'rom d red derstruck oh im sorry i didn t check my twitter i m following you but right now you re not d'
positive,'jigs wed no worries uh i m here to help you if you need any studying help aw heh thank you omg http t co wuoiepm m'
positive,'trap city bradleydmv fakin already lol'
positive,'jena always blindassassinuk no idea why but i m closing my eyes noww '
positive,'addie killin em no she s not lol hyperactivity '
positive,'serious charlie charlieintel when will double xp start in uk'
positive,'barvkarth omandm waiting for mine to arrive x'
positive,'fnon يآخخي فينهه عنآ ذا http t co cbbpcx awn'
negative,'jjdoesgaming i m having issues with my pc again which means no uploads or anything until either i buy a new one or until i pay someone to fix it '
negative,'smiler mileycyrus wont ever wish me a happy bday '
negative,'winterliampayne dickmyfollowbutton babe please follow me make my day better bc im at school i love you brooksbeau '
negative,'panneverland if you are one stressed teenager and you know it rage quit i don t what to do '
positive,'liddoleah i m seriously one happy vampie right now '
positive,'bryanaayee rt thatvibeguy be happy '
positive,'ohmycoolmalik thevampsband thevampscon thevampsbrad thevampstristan thevampsjames hey guys if you follow me i ll be happy please x '
positive,'araamelvin afiqqheavens araamelvin followback ok done thanks follow '
positive,'sophie rt momiji funny mac decal d http t co bengglh rn'
positive,'aunabbas rt mobilink jumma mubarak to everyone mobilinkcares http t co jdzz hio '
positive,'darrylpanda jasonchoong dalilaahana don t worry he won t '
positive,'poeticjayy hey sam '
positive,'mikemedina ashleylynn lol nobody and i told you that you had nothing to worry about'
positive,'monstaerx omygod i m so excited about woohyun x key i can t contain my happiness lol'
positive,'alyssamusicytf the hair dye is killing my nose x'
negative,'alexhplays o o mooncaves m dd http t co eviq qq '
positive,'nialie demo talkshow amp lelang kaligrafi ft chi chern fashi grand indonesia tgl jan jam http t co m q o spc'
positive,'nolini rt honeydreadz only thing i like about valentines day is chocolate alwys been single so i neva give a garez abt that damn day lol '
positive,'swangounchained lukascain idk lol'
positive,'misscarletxx there s nothing i love more then when you pull my hair http t co wcwpmgpmh '
positive,'jack nelson c urtneycakes '
positive,'natachafrumence rt bandatsunset thanks for the photo totalgirlph http t co id mwb oiq'
positive,'omgjackiee shoutout to everyone who gotta be up at am lol'
positive,'deamitha yp thanks for today renitaulfaa dayat'
positive,'hillmanra rt pizzaria lol i threw my gum on a squirrel'
positive,'jassmmiinne rt oj lunch at strictly after campp ice creamm http t co ohqqwbvgfo'
positive,'wil wilrose rt bamboomusiclive this ones clearer http t co ebqtsrgwbu'
positive,'michelarogerjen rt justinbieber im very lucky to have all of u i support you too'
positive,'officialdhafar coolstoryjustin i will tell everybody to block you and spam little kid '
positive,'frankjunge rt bandatsunset thanks for the photo totalgirlph http t co id mwb oiq'
positive,'buysseofferte mare you rofl i had a eerie feeling this is yours http t co yjbyvh ylb'
positive,'akouryandre lapizzito rofl i had a eerie feeling this was you http t co mmzpvpm nk'
negative,'theglaug essex alpha bencif wiljack lunadoxy how long ago was that and the main problem i find is the cost of tracking '
positive,'marjoriecavan rt knhearties bernardokath momma s home goodnight everyone fishy http t co etwrukqtwl'
positive,'niallsbeaniee hello luke follow tomlinfloss and me please ily luke sos '
positive,'ronicialove this conversation wit my bby doee he keeps a smile on my face hppygirl'
positive,'legendaryxx he s so fucking erky you can flirt all you want with my friends but you will not talk to my family members lol sorry i draw the line there '
positive,'binsentvarias ohh yes '
positive,'kejuparutt rt avrillavigneid cant wait to see you rodneyondrums amodernanimal altberry ferlazz davidimmerman rockin the avrillavigne tour h '
positive,'thorntonhrsawho flowerswho lol shutup sorryy'
positive,'jxxbae shrimpljy yayy i m waiting for your live translation have fun '
positive,'adrimartinez the darjeeling limited only makes me more excited to go to india '
positive,'x alittlelion x delenabeauties lmaoo just get up early and do it before school then p delena is a perfect excuse to skip homework'
positive,'playboy shy elijah not tryna vent to me lol'
positive,'ekalock rt sjfe sparkyu hd moon embracing the sun press con kyuhyun i wanna be his queen d cr xiao hk http t co nm gvkvrdo'
positive,'aoloky rt aidaba chan arashi representing their fans xd http t co ldrka nepn'
positive,'xyooara xjunielism i m lied\n\nkk i ve done my lunch ofcourse '
positive,'narcissehunter rt cashayballa narcissehunter mr mac going get u lol'
positive,'lyssie chaddyc i say this all the time especially when working lol'
positive,'blueandtattoos bethanyluvy herro d'
positive,'jazontoast lol when your art gets reposted by a fan page http t co afq thiyqf'
positive,'melii sophiabush bethanyjoylenz wewantanewjoyandsophiaphoto http t co lwvaltl n'
positive,'habibsyech sbhc fioirmawanti wes moleh ta '
positive,'pelldippers happynebula ahaha think i can forgive that from a drunk emily we re better than alright '
positive,'clausetyohadi my baby s coming back home tomorrow yayy see u love with abdul pic https t co iz ijhcit '
positive,'pinkbodybags i told him i wasn t having kids until he s out lol amp i mean it man my dad is the realist nigga i know amp my kids need him '
positive,'kellyatownsend good morning it s friday and it s pay day double win have a good day guys '
positive,'fayzafma rt tristinluffy fayzafma nvm d'
positive,'dheaerd hahaha lol rt ann omgvip from generation to generation lol http t co w aeg to'
positive,'lexizzle buzzniallter i actually already have pre made icon and banner sets so maybe you can browse them first you might see something you like '
positive,'blancaa happy birthday erian gutierrez have a good one hope all your wishes come true '
positive,'flag marshal smceneaneyirl yes boss lol'
positive,'larolinakhoi rt almira yumna i ought not to waiting for something but i must make it comes true '
positive,'thea domingo rt fanjulquen on the way na daw si venue si montesjulia thanks for the photo asapofficial sana julquen pics naman http t co vr '
positive,'feeowwnah rachel kahmun hahahaha you and food p maybe she take and buy clothes for herself'
positive,'ritrakartika rt ubedhu http t co crpzyeu gi http t co lc ngtv d my two favorite man that keeps looking younger i want to watch d amp e conceret t '
positive,'x rutuja x rt frankyasra ok this is something i can t describe in words beingsalmankhan yay d wowie love you sallu jaan http t co zbadf '
positive,'lizhasnd happy birthday ageng ube http t co xbybx e e'
negative,'bobthecaptainn tiffani burgess i have netflix but i don t ever have time to watch it i m either at work or on twitter '
positive,'riccaa winterfresh lol so i have to be your dd '
positive,'patpatty nutellovato please follow thanks lt god bless amp stay strong lt lovaticfamily'
positive,'armstrongamy misstree cotyhh i know me too can t you tell lol '
positive,'krishelyn d revolutionary welcomee plss st me if it ok to you'
positive,'jujutann first time sitting with an african in the bus have to overcome this fear of mine because everyone is made in god s image truth'
positive,'imagines andyb idk it was awkward but i m gonna go now since no one is online lol'
positive,'k ppn momodriller i don t like kids i don t see how anyone can comfortably have sex with kids in the house in reality xd'
positive,'celiubellart rt scooterbraun yael i m ready http t co mjfsixlncd'
positive,'kurty wurty bethschrage fucking love this and you guys '
positive,'ibieberarmor rt sefiliaa we will save our lifesaver wewillalwayssupportyoujustin http t co huvk lyvco'
negative,'villarealjhie bye cas rd library saturday again '
negative,'believationer rt zaynmalik over followers thankyou '
positive,'h mec llections mrs eleni and paulos working hard for our new window display http t co mb ae nloz'
positive,'olimpiataksimtr tianarodrigo hey thank you too '
positive,'typie one of the girls in my dorm has the keyboard sounds on her phone switched on d '
positive,'lnflnitelklm yehetor ofc no idw to be embarrass lol'
positive,'simonzerafa lucy worsley i d take this representation with a pinch of salt how clean was the execution the wound looks very neat to my eye '
positive,'narryomgxo rt tommcfly i m pretty sure this lady just took a photo of me and put it on her facebook can play that game say cheese d http t co '
positive,'h hanani rt exofanbase showtime ep tao asked chen what baekhyun s shoe size is but chen said the shoe tao was holding is a girl s shoe lol '
positive,'shawsy broadcastmoose lol come on moose we all no only source you got is red sauce u stick on your plate of extra sized chips lol'
positive,'horp lkim horp sunnyshine wkkwk xd biar hemat yh nun jdi lewat email'
positive,'infoyamane rt doctorpeach 明日 日 時のpm 拡散予測マップがすごい http t co embpf lrs'
negative,'missredfox sinisterbrian i saw this the other day and it reminded me of you http t co ah szdkbu'
positive,'ranichance done cindyayudya ranichance fllbck kak '
positive,'marnla i hate dubai it s a giant construction site disguised as a city'
positive,'mackthebosset my naps be long af like i just need to start saying i went to sleep lol'
negative,'caturchacha ameliarizkis hohoyy mayak opo ne mell d'
positive,'annisaalizaa rt kpoplover kris at the hunted house lool he just heard a sound and just started screaming and running xd http t co qitux mpjh'
positive,'mkristinacruz rt tonyangg condolence teng mkristinacruz'
negative,'febin prime valentine offer and rush in stores hope for best results '
positive,'moshpytt hmmdes arizona tears switzerland bank account yung gud said fuck meshgang so fuck meshgang fags gt where do i get lex luger drums'
positive,'itsjustcyril my future tattoo gt thug badges rt heyim tiffany itsjustcyril oh i see snatches a few thug badges off your blazer enjoy '
positive,'ipissxalence i can t save the world with this shit lol'
positive,'seea rt kpoplover kris at the hunted house lool he just heard a sound and just started screaming and running xd http t co qitux mpjh'
positive,'tami winkler rickypdillon everything looks pretty wierd when your mother tounge is german lol'
positive,'serenee rt soshiion we need more people like this in singapore respect http t co qxmzhv ptk'
positive,'xiaoxiiaoyiing dad wants me to make up for reuniondinner ughh oh lens oh my purple lens xd'
positive,'choacraypop soyulcp bc way crayonp hai oyuul '
negative,'mrygracee fake friend yeahh '
positive,'kirthi g i dont even know what am i doing '
positive,'hazlounililizy day at the bird park happydays day http t co evpy eoz k'
positive,'djastrocreep twatty bollox you or another p'
negative,'awkwardlyh joburg water tried it with phiri amp they got chased away they wanna try it in orlando they must ask eskom what happened d'
positive,'whis pers mesientoreviolinistatime '
positive,'galvingabriel packing done wait for me ma bed '
positive,'iran twuo gran desayuno http t co lrgmweokfr'
negative,'irfan ipit chacachacanissa sobbers sobberss yuu tar malem hehe d'
positive,'danishhmzh rt nfatikax nish nish is rlly rlly mad chill bruh chill i feel u xd'
positive,'mrgummypoo jayb aries terms ariesterms only time will tell '
positive,'adaytoclifford cuddiy larry i don t mind '
positive,'nourhammoury scrataliano good one '
positive,'nyunyunapasha kelompok sepupu weddpart sawi latepost d with shutell and diana pic https t co prnmnqomiu'
negative,'nigelpim comeragh last time i was queuing was logged in ticketmaster at the same time have you heard of mobile technology '
positive,'hiimportiaveraa pielmariette together poreber xd lt http t co ne q yk'
positive,'meesamantha back to my old icon lol'
positive,'x tia xx why is she so caring amberbaragwanat http t co twlisw mn'
positive,'abiy life doesn t have to be perfect '
positive,'whoaderhoee rt fxckkh s whoaderhoee u betteerr amp welcome p'
positive,'rabbitofdoom ohmybek wow over reaction much only a bit of water emo kid xd'
positive,'philippine baby rt the ndonlycris the freaks come out at night lol'
positive,'matrif suhanaa fulamakk omaigod hot gila siot hahaha xd i loike xd anyway thank you suharen d http t co bf wk cfci'
positive,'taeckaiyeolbam rt onlaymon baek keeps going jebal jebal the whole time lol'
negative,'momenba johncrossmirror any news about draxler or vucinic deal '
positive,'missmoo it s a mind field but feeling positive '
positive,'proud d ph rt dinfectionmnl harrymylife thank you so much means a lot x'
positive,'cassanova fm np tiesto red lights original mix no clubberstunez compiled n md by aga boshe internationalhitlist'
negative,'imjus booming allthewaylive we might as well talk shit up there lol'
positive,'nitidawine onedropofink runs to check that cellar is well stocked we ll be ready d'
positive,'whindyveronica udh sore p m rizkyhamdani pagii whindyveronica'
positive,'cottoncaylen caylenscloudd aw you re the best'
negative,'taufan gates nothing special on my birthday '
positive,'byunxogiy rt genersuhoow openfollow for all rp jfb without mention jsy '
positive,'ndiphee having to strip every time i go to the bathroom because jumpsuit '
positive,'icychaerin icy suzy dances the baddest female lol'
negative,'shaunnybravo lovee this damnn on and super fun class d shouting tamil in almost every lesson laughing at http t co i g m mp s'
positive,'ssicawgg rt fytmn openfollow for rp jfb thanks '
positive,'dewolf sk woohee follback '
positive,'saviracahya rt dewwyd openfollow folback buat alovers just rt '
positive,'impam rt tommcfly i m pretty sure this lady just took a photo of me and put it on her facebook can play that game say cheese d http t co '
positive,'ivonnearthus i love it when i hug someone and just when i m about to let go they hug me even tighter '
positive,'deyyaa rt rianrod walang bibitiw hanggang universe dapat ang trend lol kimxitheloveteamtobeat kimxianonpreview'
positive,'dayat lucas how beriadah looks in my way yepee starbucks http t co ng fl ejuz'
positive,'danwoodphoto jamortram thanks jim it s about time i got my bloody act together hope all s well mate '
positive,'luciole aiy aiychan but to be honest i never expected that there s someone in jump who also love owl like i do hahahahahah xd high five with yama '
positive,'elissuhanda baru p http t co moykfs wst'
positive,'aas tutorials rt manda riska rt tutorialhijabid how about this tutorial hijab http t co ujqk k bg '
positive,'hmtawali i m my own person love it d'
positive,'bigjohnny rt bustygirl gg zuko here s your pic i forgot send you babe damn you re huge http t co cvlwlyzwi thanx zuzu i look good '
negative,'grandeswift sos my header says it all '
positive,'zammi new rt mtdgfaherzaa i will love you today tomorrow and ever lt zammi new'
positive,'musicyinxian good afternoon d'
negative,'nitinchauhan husan harami bda lagda pyara oye keep supporting frndz grt work by jaz masuta shivjot singh d http t co asye j uh'
positive,'gibbysart i swear to god you guys purposely leave me hanging near a milestone until i do a giveaway xd'
positive,'kiaramatthews rt danielsahyounie http t co ozqkv fp n girls just wanna have fun retweet for a follow '
positive,'fuckdeyma junior eva fuckdeyma lol ain t this some shit smh for someone else u are lol'
positive,'wintersuxx rt majinvegito wintersuxx chrisofhearts that s the one i use also love returning the favor to those who do that p'
positive,'maulinaasm so cute baby rt one verse http t co dxiydwo yg'
positive,'twitdafa nudicklicious boleh tu bg d'
positive,'paughany tha chad wolverton kid didn t u know it doesn t matter what your middle name is cos i ll still drink u under the table far lol'
positive,'giannigabriela maxthewanted tottenham city not bad i guess mcfc '
positive,'lenniefyfe nevisburn it s just the start lol'
negative,'imallyoours mariaredlynxx planetjedward i ve known about their songs plus need to think of it twice considering my exams and prom this summer'
positive,'cavadias daphne bring on the competition jordxn jamiefirmm '
positive,'angiesamia gonna try this game called flappy bird lol xd'
positive,'ruubbyy jennirocio did you should have said something '
negative,'azanulihsan rt indrieputeri happy anniversarry azanulihsan dan deanalyssaa longlast and keep romantic always d'
positive,'ashleylynettee lol jk i m wiired'
positive,'hatethecats rt aysenur boice hatethecats sen yapmazsin kiyamazsin kankana '
negative,'nikeandhoodrats im bout to go take a shit '
positive,'alianajuwaa w isma http t co ccmkgvntet'
negative,'sarah beth i want my licensee '
positive,'sweatypalms im dwall lucky '
positive,'itsmarimf i don t think i texted my girl back this morning oops '
positive,'pau myworld http t co qlilhgr fe'
negative,'carolbieberbby rt lov lybieber omg drakebell look at this i found you in justins musicvideo what are you doing there motherfucker o http t co ob '
positive,'mrbogiie rt purplemonss http t co z at lbht ya poh denle like a mi comentario '
positive,'caitlynkasper my friends are making fun of my slide phone '
positive,'drewfitz rt renaudbedard robot mapping nes sounds to piano and percussion works super well o https t co tv adizq via grapefrukt '
positive,'sarahfollowill my heart feels so heavy and stuff i love caleb so fucking much'
positive,'jutikaborah hey guys plz watch confidentmusicvideo only milion viewers its sad '
positive,'ell catts georginalodge i reckon fraser knows where he is i love him loads and lyndsey is so upset '
positive,'hategoodbye oi bochechas http t co zbhfcghwv'
positive,'missrunsnguns rt imwr tched rt yesterday s vid plz i don t think it hit subboxes http t co wrtiwjxcnw'
positive,'heyfarhaan timhortons i m hearing the chipotle chicken wrap has been discontinued that makes me sad nolove'
positive,'jerushahope justinadams the birds in my attic have vocal training and choir practice it s delightful for about minutes '
positive,'chawclit ivanessabee i hate u '
positive,'lorato kwaile bob marley made music about love equality amp peace for the strives his people faced teens only knw him for smoking weed '
positive,'scrafferart rt serafinowicz just had a flashback to when i dropped a shitload of acid i was such a clumsy lab technician '
positive,'fappingtbh akward infinity no im not '
positive,'hawks electric izzybrayj nes yes all the time i can t help myself '
positive,'kathynewlyn ventonveanbandb fgw the fares have really increased in the last few months no more single tickets for missinglondon'
positive,'vg aaron ragee rt fourcourtjester so the internet guy didnt come today '
positive,'emilyyaadams rt keladamss i don t like it when babies grow up i want them to stay babies forever '
positive,'m schiefm nag d i ve smashed my phone screen '
positive,'aiistaircase i dont have a set design for human friend tho '
positive,'emmaahales wish i had lots and lots of money to go see the arcticmonkeys again '
positive,'bilboner hitchcockienne i feel like the whole show needs to go tho i don t even dvr it anymore '
negative,'andrehas css paulinelfr mouai '
positive,'itsirwinbitch jamesmaslow i ve been supporting you since the start and am always ignored please let today be the day you finally follow me lt '
positive,'sappyy kaskade i really hate you not coming to argentina '
positive,'aoifesarahdaly nadenemeatsix me either parents are gonna help me out a bit but i feel so bad i wanted to be independent too '
positive,'shessoglam i need a nap bad '
positive,'sameyes rickharwood especially in a society where a lot of people don t help in these situations sad that the guy who does has this happen '
positive,'goddammit bobby jesus i had to rip it through the quilt http t co dmqrc vuf'
positive,'almustapha lol true chubykells what am seeing outside here ehn dorshima lool rt chubykells c u the home of good quality female eyebrows '
positive,'phoebecllgdr hutchersoncllgd ma no joshy ahah'
positive,'omg dnoskians i have lost a lot of followers cuz of school urghh '
positive,'komodo thejen smith what s wrong '
positive,'bracedbones i m bored someone initiate conversation with me '
positive,'eonhan vallahi haklı where is my mind http t co ljj hmub h'
positive,'zoomintome hours at school i can t do this anymore i forgotted how is a week at school just a week ago i was in spain i want to go there now '
negative,'imallyoours mariaredlynxx planetjedward i ve known about their songs plus need to think of it twice considering my exams and prom this summer'
positive,'fuckstwilight jamesmaslow follow me on givestelena please please you never see me u re amazing please '
negative,'anniebowden i think sainsburys were a tad ambitious with that best before http t co uawqck w j'
positive,'aye yoltic lily halasz sucks to suck '
positive,'c babayy rt preebz going to the planetarium made me miss pjrichard and c babayy sad'
positive,'auriane hmlne mathou oh lt '
positive,'cansumusiic http t co wh jvdming'
negative,'m a patterson ktsimpson that stinks '
positive,'vickystinson sarahlou imaybejoe himymsparkles actuallyekram oh dear '
positive,'princessnoks rt shortbasesammy lol ma thumb is so sore been rewindin rt princessnoks whoah yangihalisa this remote won t go back sammy lemme '
positive,'mbassix just been fucked over big time by phillip '
positive,'lydiaa t honestmessages http t co vnc g ycy its too hard to walk away '
positive,'chaziethwala but u attract such ke mcebospeech rt swiss fresh stay away from things or people who could potentially break your heart '
positive,'itsjustdenis talk about a bad hair day '
positive,'myours i don t have my phone but i have the need to text you randomness annatrinidad '
positive,'marleenv wish i could ve worn my jeans uggs jacket amp scarf rather than these damn scrubs i m cold '
positive,'thainacabral larichristiina desisti n tem recheio '
negative,'mondragondianaa im prolly annoying everyone sorry followers haha im outt'
positive,'angelicatomlin rt harry styles i wish it was my birthday tomorrow '
positive,'ntsako m you ve got nice problems rt mahlatse shik i missed isibaya hleng my heart is in pieces '
negative,'tatepsychopath whomayer simm mas vou ter q sair '
positive,'astarkee last tweet related to months of reaching out to close friends not indiebeanie sorry for the confusion love '
positive,'plzlucyfollowme lucyhale would you mind following me i m from romania amp i ll probably never meet you thankss xx '
positive,'ajmlittle kitty kibicowelove closerofheaven znam ten ból c'
